Podcast_id,Episode_Name,Speaker_id,Text_Sample
1,Activists Stoke Corporate Backlash To Voting Restrictions,3,"Yeah, I got to say I'm not surprised to see groups looking at regions like the Sunbelt, where there's a large, you know, racial minority population and, you know, slightly changing politics or in Georgia's case, like, rapidly changing politics and seeing that as a space to do work like this because, you know, you get your bang for your buck here because there's just so many restrictive voting laws but also just so many potential voters and potential, you know, political change."
1,Activists Stoke Corporate Backlash To Voting Restrictions,2,"I think that's a great point because the growth - the demographic growth in the Sunbelt has been a real threat to Republican politics. And they've said so and made that case, in fact, even in court."
1,Activists Stoke Corporate Backlash To Voting Restrictions,1,"Yeah. And I mean, that's - we saw that affect the presidential map this year. And if these trends continue, it will definitely rewrite the presidential map in the next few cycles. Domenico, you have spent some time looking at the history of corporate boycotts. Broadly speaking, do they work? Do they get laws revoked? Do they change the politics of states?"
1,Activists Stoke Corporate Backlash To Voting Restrictions,3,"Well, there have been many that have actually worked through the years. You know, you don't have to look too far back for some of the most recent ones, you know, really, a lot of this during the Trump era. But in 2016, 2017, we saw three of these against the NFL, the professional football league, the NRA, the National Rifle Association, and most importantly, in North Carolina when they passed limitations on LGBTQ rights that included restrictions on what bathrooms people could use. And that really backfired on the state of North Carolina because you had the NCAA, multiple states that didn't allow their employees and officials to travel to those states to do business."
1,Activists Stoke Corporate Backlash To Voting Restrictions,3,"The NCAA withheld - the National Collegiate Athletic Association withheld playing games in their state, where you have - obviously, basketball's pretty big with some pretty powerful schools there. And that did shift and change the conversation, not only the conversation but the law. The bill was repealed in 2017 after having been passed. So using that model and, frankly, some other models through history, this is what a lot of people who look at these boycotts and realize that money talks - that they're looking at."
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,4,"So Janelle Jones is the top economist at the Labor Department. She is the first Black woman to ever hold this role. I was interested in her because I was already following her on Twitter. I try to follow economists and people who have interesting things to say about the economy because, you know, I cover that sort of thing. And she..."
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,4,"..When she got the position, I wanted to know more about her, you know, especially since she's the first Black woman in this role. And I found out that, you know, she has this - you know, this framework for looking at the economy that I found really fascinating."
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,5,"And, Ayesha, you talked to Janelle Jones just after we got this really fantastic jobs report, sort of blowing the past jobs reports out of the water, at least for the - in the recent past. And that seems like something that might be really good news for a post-pandemic recovery. But I'm curious - what did she have to say about this?"
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,4,"Well, it was a jobs numbers that anyone - it was over 900,000 jobs added. So that was - that's a number that any administration is going to brag about. So they were certainly happy about it. But Jones had an interesting take on how to dig into the details of those numbers."
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,6,"Yeah, it's a big day. We saw, you know, almost a million jobs added last month. We haven't seen numbers like that since August. We saw the unemployment rate going down. Just really good, strong job growth. Most of that came from the leisure and hospitality sector, where we know low-income workers are disproportionately represented, where Black and Brown women are overrepresented. So you know, we love to see it. So it was, overall, a really, really strong report."
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,4,"Do you - and I know you mentioned Black and Brown workers in the leisure, you know, sectors and things like that. We know that the Black community in particular was hit pretty hard by the coronavirus and the economic fallout from that. Right now, where do things stand for Black workers first and then, also, obviously, where do things stand for other marginalized communities?"
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,5,"What she cited there about the Black unemployment rate being so high, something that is sort of stunningly constant in economics in the American economy is that the Black unemployment rate tends to be roughly twice the white unemployment rate. But that's in good times and bad. It is an upsettingly constant thing. And so that points to broader structural issues that clearly, when, like, cyclical issues when the economy improves, that doesn't improve that. So this is something that is always around - good times and bad. And of course, now is not the greatest time."
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,7,"Democrats say they learned a lot of lessons from the last time they had to do stimulus and government intervention during the financial crisis back, you know, more than a decade ago. She references it there about the recovery that - how long it took for Black women. In this recovery plan, are they mindful of that? Is it designed to be more targeted to the people that are most often left behind?"
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,4,"It does seem like they tried, especially with, like, the child tax credit, which in particular will cut down on child poverty, especially for Black and Brown children. Like, that's going to have - it's only for a year, but it will have a very big impact - like, the child tax credit, the direct payments targeted to people that don't make as much and that making sure they all get these checks. So in that way, there were these things that did seem very focused on helping people who otherwise have not always benefited from, say, grants or government loans or things of that nature. So it does seem like they tried to target it. The - but the problem with all of this is dealing with those structural issues that Danielle was talking about and whether you can actually make a long-term difference."
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,7,"And we're back. And we were just talking about who the recovery efforts are reaching and whether it's reaching everyone it needs to. And Ayesha, that is something that Jones had a very specific way of thinking about?"
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,4,"Yes. One of the main reasons why I wanted to talk to her is that she has coined this phrase, Black women best, as a way of looking at the economy. And I was fascinated with this framework that she talks about because, you know, as I said earlier, a lot of times you think of economists, you think of, you know, older white men. And this is her way of kind of flipping the usual narrative."
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,6,"So Black woman best is really a framework in an ideology that I try to center when I think about how the economy is working. I think it's a good way to measure how the economy is working, who it's working for. It's a good way to think about, you know, will this reach marginalized populations? Will this policy, will this targeted program, will these checks in the bank, will these shots and arms? Because I think, you know, if you send your workers who are usually left behind - and it's not, you know, Black women are often left behind in these types of measures. But if you send those workers, then we can make sure that everyone else is doing well. You know, the way the economy is set up, the way our institutions and systems are set up, if Black women are doing well, if Black women have, you know, economic security and stability, it really does ensure that all other types of demographics and groups are also doing well."
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,6,"Yeah, I think - you know? I think it's definitely possible. And also, we've seen it before. There was a time in our economy where we saw workers moving together, where we saw, you know, as the economy was growing, workers were also reaping the benefits. The problem is for the past 30 or 40 years, we have not done that. Like we have seen worker power and worker benefits and worker wages really shrink over the past generation. And so I think, you know, folks think maybe that's what's possible, but it's not. And I think President Biden is rolling out a plan to make us - I mean, I hate to say it because it does feel like a commercial. But President Biden is rolling out a plan to truly build back better, not to where we were pre pandemic, not to where we were four years ago, but where we were a generation ago when we were a country that really centered and invested in public institutions and the middle class."
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,4,"And I want to get into what that looks like as a policy. Obviously, the American Rescue Plan, you know, just, you know, passed. Now there's this, you know, the president rolled out this infrastructure plan, which will also invest in human infrastructure. But I guess, can you talk about from your position, from your perch, what how do you translate centering marginalized groups into policy? Like, what does that actually look like?"
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,6,"Yeah, you know, something I'm really excited about in the infrastructure plan is this idea of targeting communities who have been kind of dissected by, you know, highways, just, like, being put right through their neighborhoods. Like, that is a restorative policy that is, that will bring, you know, all sorts of benefits to those communities. You know, we talk about, you know, replacing all of the lead pipes, we know that lead pipes are found disproportionately in Black and brown neighborhoods. That is helping Black and brown children. And so I think it's - you know, I think it's all of the things that the jobs package is doing is really centering and thinking about workers of color, low income workers, you know, really trying to do things that will help the protections and benefits of the middle class and kind of rebuild it since it has been, you know, hollowed out over the past generation or so."
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,7,"It's almost like we need to rework our vocabulary when we're talking about this infrastructure bill, because it's definitely not in the traditional mode of an infrastructure bill."
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,5,"Yeah. I mean, there's so much in this infrastructure bill. And also the language around it is very much clearly about, yes, we are fixing roads and bridges and also increasing broadband access, for example, and, you know, replacing lead pipes and things that are our real problems in our existing infrastructure. But the language around it is also very much about and we are doing this not just to improve the economy, but to make sure we are boosting marginalized communities. And, Ayesha, tell me if I'm right on this, actually. Every time I think about this infrastructure bill, I think, you know, there's clearly stuff in this. And I suppose I just said it myself, infrastructure bill. Every time we talk about this economic stimulus bill, I think, you know, yes, there is stuff in here to help recover from the pandemic. But this seems like they're taking the opportunity of there's an economic crisis, we are going to change very basic things about the economy or at least try to bolster basic things about the economy."
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,4,"Well, and that's sort of what she seemed to be touching on and what they want to do. They don't want to go back to the status quo. And she said outright, I will not be satisfied if the economy returns back to where it was in February 2020 before the pandemic hit. They want something more dramatic and more fundamental. Now, that is a very tall order. And we should be clear this is what they are saying, this is what they are pushing. That's a tall order."
1,Top Biden Labor Economist: Boosting Black Women Benefits Everyone,5,"Yeah, and that's putting it mildly when you say hurdles (laughter). Yes, this is a $2 trillion plan at least. And there is a second part that the Biden administration has promised is coming as well. And it's not just Republicans who are saying they will balk at not just the stuff in it, but the price tag itself. But there have been some more moderate Democrats who have said that they're a little bit hesitant also about spending yet more money. And by the way, since we have an economy that was able to add 900,000 jobs last month, that might signal that the economy is doing well. And that might be an argument if you're a Republican or if you're opposed to this plan, that maybe we don't need this plan."
1,A Full Court Press: The Supreme Court Considers Expanded Benefits For Student Athletes,9,"There's another way to think about what's going on here, and that's that schools that are naturally competitors as to athletes have all gotten together in an organization, an organization that has undisputed market power, and they use that power to fix athletic salaries at extremely low levels, far lower than what the market would set if it were allowed to operate."
1,A Full Court Press: The Supreme Court Considers Expanded Benefits For Student Athletes,8,"They certainly did. I'm interpreting here, but, you know, they were very hostile to the NCAA's position on the one hand, and on the other, I'm not quite sure that they're quite sure about how to fix it. They're worried about, whatever they do, will it change this, the whole idea of amateur sports. And here, for example, is Justice Sonia Sotomayor."
1,A Full Court Press: The Supreme Court Considers Expanded Benefits For Student Athletes,8,"A lot of these kids, if they're really fabulous and heading to the pros ultimately, they play for a year until they've reached an age when the - when they can qualify in the pros, and they go to the pros."
1,A Full Court Press: The Supreme Court Considers Expanded Benefits For Student Athletes,8,"And, you know, when I was prepping for this story, I was really interested that most of the folks that I called said that these schools that participate, for example, in March Madness and benefit from it use some of that money to subsidize other sports. And they call them the country club sports..."
1,Gov. Kristi Noem Hopes To Court Conservatives By Banning Trans Girls From Sports,10,"Yeah. So the executive orders essentially state that in South Dakota, only females based on their biological sex as reflected in their birth certificate or an affidavit can participate in girls or women's athletics events that are sanctioned by, you know, public schools, any kind of state school. It also directs the colleges in the state to do essentially the same thing. I think it's kind of important to note that Noem has never really said that these executive orders - or in the past when she's voiced support for bills that kind of failed in the state legislature, that she said that these only, you know, protect opportunities for women and girls sports and that they're not particularly targeted towards transgender people."
1,Gov. Kristi Noem Hopes To Court Conservatives By Banning Trans Girls From Sports,10,"Yeah, it's very deliberate. I mean, you know, when you talk with supporters of the bills and folks who've brought the bills, you know, they really just focus on women's athletics and Title IX and sort of, like I said, what they call the physical differences between the two biological sexes. There's a lot of focus on biological sex as well."
1,Gov. Kristi Noem Hopes To Court Conservatives By Banning Trans Girls From Sports,6,"The language here is very interesting because you say that they focus this about women and seemingly pro-women. But in her tweet announcing the orders, she said, quote, ""only girls should play girls' sports,"" which is very political language. That is language that has been embraced by the social conservative movement, but language that LGBT rights advocates would consider transphobic language. And it seems like they're being very targeted in how they speak about this issue. It's a little bit of a dog whistle, I would say."
1,Gov. Kristi Noem Hopes To Court Conservatives By Banning Trans Girls From Sports,6,"So the Statehouse had essentially passed a bill and sent it to her to sign that would have codified some of these transgender restrictions. But she chose not to sign it, and yet she's signing these executive orders. So what's her strategy here? What is she trying to do?"
1,Gov. Kristi Noem Hopes To Court Conservatives By Banning Trans Girls From Sports,11,"..Like some sci-fi disaster movies about to hit. And, you know, the reason for that was the president was talking about what could happen if all the trends keep going in the right direction. And it was based on some big assumptions. And the big one was that people would continue to be careful to give the country enough time to get lots of people vaccinated. But what's happened in the interim is what everyone was kind of worried about. The pandemic fatigue would win out, and people would start letting down their guard too soon."
1,Gov. Kristi Noem Hopes To Court Conservatives By Banning Trans Girls From Sports,11,"So, you know, I've been in touch with a lots of epidemiologists and infectious disease experts. And unfortunately, I have to say they're all pretty much saying the same sort of thing, that unfortunately, it looks pretty inevitable that we probably will see some sort of another surge. Hopefully it won't be anything like the horrific winter surge that we just went through. A matter of fact, very few people think it could get that bad. And the reason for that is that too many people already have some immunity at this point because they've been exposed to the virus. Millions of people have now been vaccinated. And millions more are getting vaccinated every day. But how bad it gets really depends on how people behave."
1,Will A New Georgia Law Restrict Voter Access Or Restore Faith In Elections?,12,"Yeah, you're right. It's a lot. So this is a law that's nearly a hundred pages long, and it really touches the election code top to bottom. And so that's why it's really confusing when it's being painted, you know, by Republicans as great and by Democrats as terrible because there's a lot of nuance, so I'll try to take us through it. So, you know, one headline that Republicans have touted is that unlike previous versions of the bill, this expands early voting weekend requirements, so it expands early voting access in some counties."
1,Will A New Georgia Law Restrict Voter Access Or Restore Faith In Elections?,6,"Well, last week in Georgia, Republican Governor Brian Kemp signed a new Republican-sponsored law that will affect virtually every aspect of your state's elections. Republicans say these are needed reforms, but Democrats and voting rights groups say it will disproportionately affect voters of color, making it harder for them to cast their ballots. In one really dramatic clash over the law, Democratic state Representative Park Cannon, who's a Black woman, was arrested by Capitol Police after knocking on the governor's office door as he was making remarks after signing the law."
1,Will A New Georgia Law Restrict Voter Access Or Restore Faith In Elections?,12,"It shortens the window for absentee ballot applications. On the flip side, they are shortening the window on the other end, so you could request an absentee ballot from 180 days before an election. Now it's 78 days. That's something that people take issue with. There's absentee ballot drop boxes. So those don't exist in Georgia code. They were created in emergency."
1,Will A New Georgia Law Restrict Voter Access Or Restore Faith In Elections?,12,"Because of the pandemic, exactly. And so this new law puts them into code, but it adds new restrictions as to where they can be. So now they have to be inside an early voting location and only accessible during early voting hours. So that's some of the headlines, tons of stuff, but it really does focus on early voting and absentee voting."
1,Will A New Georgia Law Restrict Voter Access Or Restore Faith In Elections?,12,"Right. And that's really - kind of gets at the heart of this difference between the two parties on this. So Republicans, you know, they have argued that this law is because of the need to shore up voter confidence after the 2020 election, particularly their Republican voters who are - were questioning the system after false claims of voter fraud, like you said. But they're also saying, you know, remember back in 2018 when Stacey Abrams, you know, accused us of voter suppression, and she questioned the election integrity then. You know, we're trying to address those concerns as well. And then Republicans are also pointing to, you know, back in the June primary, when Georgia saw - some parts of Georgia saw really horrible lines because, you know, the system really wasn't ready for a pandemic primary with all the absentee ballots. And so it's all of that the Republicans are pulling in to their argument about it."
1,Will A New Georgia Law Restrict Voter Access Or Restore Faith In Elections?,12,"But Democrats are saying this is sour grapes. You lost, and you are playing into false claims of voter fraud, and you're trying to change the system and shave off points going forward."
1,Will A New Georgia Law Restrict Voter Access Or Restore Faith In Elections?,13,One of the things that we're hearing from voting rights advocates is that this is a major attack on specifically the rights of voters of color. Can you talk a little bit about that?
1,Will A New Georgia Law Restrict Voter Access Or Restore Faith In Elections?,12,"Yeah, so I mean, anything that's adding a restriction to voting, a barrier of any sort, advocates are saying, will disproportionately affect voters of color, voters who are poor, new Georgians, immigrants, and, you know, people who are disabled, combined with Georgia and the South's terrible history with voting access and actual voter suppression of the civil rights era. So Democrats argue it's a terrible look. They argue that it will have real consequences. But Republicans, for their part, really rankle at this characterization. They point to expanding weekend early voting access, like I said. They point to a new rule in the law that says if a precinct has voting lines of up to an hour, the next election they have to do something about it. They have to split up the precinct, so they're arguing that is a complete mischaracterization."
1,Will A New Georgia Law Restrict Voter Access Or Restore Faith In Elections?,13,"And that's becoming part of the conversation around the voting rights law that was named for former Congressman John Lewis that has passed the House and that is just waiting in the Senate. Republicans in the Senate say that they are going to block this bill written by Democrats over concerns that it goes too far, that it overreaches, that it could actually cause huge problems in the voting systems by forcing people to make changes too quickly. And that tension that is being sparked in Georgia is also creating a greater push from activists and from Democrats to get rid of the filibuster so that the voting rights protections can be passed in the Senate and become law. So these things are all kind of molding together. What is, to some degree, a state-level fight about voting access in Georgia is becoming an argument about the filibuster and the future of progressive policies in Congress."
1,Will A New Georgia Law Restrict Voter Access Or Restore Faith In Elections?,12,"And, Kelsey, I mean, I asked Senator Jon Ossoff this question earlier today. Does Georgia's new law add more pressure at the federal level for this kind of legislation? And, you know, sort of also the question is about the filibuster, right? And he said he thinks it definitely boosts that. I wonder whether you think it'll really translate into meaningful umph in Washington."
1,Will A New Georgia Law Restrict Voter Access Or Restore Faith In Elections?,13,"You know, this is something that I've been talking to people about a lot. And one of the ways that I had it explained to me by one activist was that they said that it has more connectivity. It moves the filibuster from being, like, this squishy thing about institutions and protecting a gauzy idea of bipartisanship and makes it visceral and personal and makes it an issue that people are really animated by. But there's a difference between animating people who were already animated and animating, you know, Joe Manchin of West Virginia, who wants to defend the filibuster."
1,Will A New Georgia Law Restrict Voter Access Or Restore Faith In Elections?,12,"Yeah, we've already got two major lawsuits, one from the NAACP, one from a coalition of groups, including the local Georgia voting rights group. And then also for 2022, I'm thinking a lot about the political implications here because those are very real. And the truth about this law is that it gives both Republicans and Democrats something they can really use on the campaign trail. For Republicans, it's something that they're going to try to use to shore up confidence of their voters in the system. And then for Democrats, this is a huge - this is something they can really use against Republicans."
1,Will A New Georgia Law Restrict Voter Access Or Restore Faith In Elections?,12,"They can continue to make their argument that Republicans are, quote, ""vote suppressors."" And they are already fundraising on this. Republicans are also fundraising on it, I might add. And so it's really going to be front and center in Georgia for a while."
1,Will A New Georgia Law Restrict Voter Access Or Restore Faith In Elections?,13,"Well, that kind of speaks to national pressure - right? - on Republicans. With former President Trump still in the background, a lot of Republicans are still attempting to kind of reconcile the misinformation that he spread during the 2020 election about, you know, local officials being at the center of, what he said, was widespread fraud, of misinformation about widespread fraud and that this is not - this is happening in Texas, but this is not a unique concern to Texas Republicans."
1,"As Biden And Congress Delay Action On Guns, Colorado Mulls Restrictions",14,"And you are here because we are talking about the mass shooting in Boulder, Colo., earlier this week, in particular the legislative efforts around it. But first, some new information about how the perpetrator obtained his gun - he got it legally after passing a background check, a state background check. That is according to reporting from the AP, Carrie."
1,"As Biden And Congress Delay Action On Guns, Colorado Mulls Restrictions",15,"That's right. And, you know, many or maybe even most firearms used in some of these big mass shootings that have really attracted national attention over many years turned out to have been legally purchased, which makes this problem a really, really hard one. You know, we have this big problem with gun violence. A big chunk of the gun deaths annually around the country are a result of suicide. And it's just really a hard, hard situation."
1,"As Biden And Congress Delay Action On Guns, Colorado Mulls Restrictions",14,"Yeah. And certainly, background checks have over time prevented millions of weapons from being sold to people who shouldn't have them. But quite frequently - and this becomes part of the politics. Quite frequently in the case of these high-profile mass shootings, those guns were obtained legally, as in this case."
1,"As Biden And Congress Delay Action On Guns, Colorado Mulls Restrictions",14,"Indeed. It's very hard to track that. So, Bente, I feel like Colorado has taken more than its fair share of this problem of mass shootings. There have been these cases that are seared in our collective conscience - Columbine, Aurora - these names - and now Boulder."
1,"As Biden And Congress Delay Action On Guns, Colorado Mulls Restrictions",16,"I would just quickly note that after Sandy Hook, even if nothing happened federally, Colorado did pass some significant gun measures after Sandy Hook. That was the same year that we had the Aurora theater shooting - so both of those incidents. And then lawmakers passed universal background checks and a high-capacity magazine ban."
1,"As Biden And Congress Delay Action On Guns, Colorado Mulls Restrictions",14,"So, Bente, we're talking about state legislation. We're not talking about federal legislation, in part because it doesn't seem like anything is going to happen. As we say, it didn't happen after Sandy Hook. I mean, it seems like there really is, in the absence of federal action - and there has not been any substantial federal action on this issue since the 1990s, the early 1990s. It does seem like a sort of a patchwork of state law changes have been happening, like after Parkland in Florida, for instance, or now. Certainly, Colorado has been doing some things."
1,"As Biden And Congress Delay Action On Guns, Colorado Mulls Restrictions",16,"That's absolutely right. And the lawmakers I've talked to here say that that's why they feel like Colorado has to do something. They say it's not an ideal approach to have a patchwork of laws. Preliminary discussions are already underway for a ban on assault-style weapons across Colorado. And there's been a lot of talk about this, but the city of Boulder had actually passed its own assault weapons ban back in 2018. And that was a response to the Parkland shooting in Florida. And earlier this month, a state judge struck that down because in Colorado, like some states, cities can't pass stricter gun laws than the state has."
1,"As Biden And Congress Delay Action On Guns, Colorado Mulls Restrictions",16,"So that's why some lawmakers from Boulder are saying, look; we need a statewide ban. There's going to be a lot of opposition to that, though, as well. And even some Democrats - it's going to be a tough vote in a state where gun ownership is - a lot of proud gun owners, a lot of people who feel like this violates the Second Amendment. And so I think the political debate is going to be very, very tough if we see a bill."
1,"As Biden And Congress Delay Action On Guns, Colorado Mulls Restrictions",14,"And, Carrie, inevitably, when there are Second Amendment questions, this could end up headed to the Supreme Court, you know, to settle differences between states, for instance."
1,"As Biden And Congress Delay Action On Guns, Colorado Mulls Restrictions",15,"I think we're going to see a lot of this, Tam. Clarence Thomas, Justice Clarence Thomas, has been calling on the court to take up some Second Amendment cases. The court has been really reluctant ever since that Heller case some years ago. And now we have a new member of the court, Justice Amy Coney Barrett. Amy Coney Barrett is a strong proponent of Second Amendment rights. And, in fact, one of her most important opinions at the lower court level was on Second Amendment rights. And she was arguing that some people convicted of crimes should regain their right to own firearms."
1,"As Biden And Congress Delay Action On Guns, Colorado Mulls Restrictions",15,"And the court is considering whether to hear a bunch of gun-related arguments and cases. The most pressing might be whether there is a right to carry outside your home. And the court has not opined on that yet, but we may be getting some more arguments and some decisions out of a new Supreme Court."
1,"As Biden And Congress Delay Action On Guns, Colorado Mulls Restrictions",16,"I think the biggest thing I'll be looking at is this statewide assault weapons ban. I'm fairly confident we're going to see a bill, and it could very likely, you know, move through the legislative process. Democrats do hold the majority in both chambers of the legislature. Our governor is a Democrat. So I think, you know, this is such a sweeping policy that was never discussed publicly until the Boulder shooting happened. And so it will be unprecedented if that moves through the Colorado legislature this session."
1,"As Biden And Congress Delay Action On Guns, Colorado Mulls Restrictions",18,"Yeah. I mean, I think it's important to note that it was really clear yesterday that these lawmakers are closer than we've ever seen them before to regulating these companies. And to be able to justify that regulation, you know, lawmakers need to establish a problem. So they kept going back to this over and over again. You know, do you accept responsibility for what happened, for the violence that a lot of experts pin on misinformation over the last couple months about election results, for instance? Mark Zuckerberg was asked that specifically by Mike Doyle, who's a Democrat from Pennsylvania. Here's what he said."
1,"As Biden And Congress Delay Action On Guns, Colorado Mulls Restrictions",18,"That change might also be driven a little bit by politics, too, because right when they start talking about moderation, Mark Zuckerberg was really clear that he wanted to pin some of the blame for January 6 specifically on former President Trump. And so, you know, I think some of the Republican lawmakers were probably seeing this as a slippery road to go down, where they don't want to be talking about former President Trump's Twitter account and, you know, whether - the question of whether, you know, his account should have been locked earlier, potentially. And so kind of avoiding the entire concept of moderation seemed to be a strategy yesterday."
1,"US Loans Vaccines To Mexico, Canada",19,"Yeah, so it's been kind of a roller coaster. So yesterday, AstraZeneca said, look, we've got some trial results from the trials that we've been having in the U.S. and a couple other countries. It looks good. Well, you know, our vaccine appears to be 79% effective at keeping people from getting sick from COVID. But then overnight, we got, you know, some news from the data safety monitoring board - this is a group of experts that advises the U.S. National Institutes of Health. And they basically accused AstraZeneca of using outdated data to make their vaccine look more effective. And they basically said that they were kind of misleading the public, you know?"
1,"US Loans Vaccines To Mexico, Canada",14,"Yeah. So the Biden administration has been reluctant thus far, even though we know in the future that the U.S. is going to have way more, like, hundreds of millions more vaccine doses than there are actually Americans. The Biden administration has been reluctant to respond to requests for vaccine sharing, but they announced that they are planning to share about a total of 4 million doses of the AstraZeneca vaccine with Canada and Mexico, our continental neighbor. This is sort of a first foray into what is called vaccine diplomacy."
1,"US Loans Vaccines To Mexico, Canada",19,"And that's really unfortunate. I mean, you know, Dr. Anthony Fauci, the country's top infectious disease doc, was on ""Good Morning America"" this morning calling it an unforced error. He said that the AstraZeneca vaccine is very likely still a good vaccine. But, you know, this kind of miscommunication is what's sowing distrust in the public. So, you know, there's a lot more to come on this. You know, it's still a couple weeks away."
1,"US Loans Vaccines To Mexico, Canada",19,AstraZeneca is still a few weeks away from applying for emergency use authorization here in the U.S. And I guess the message that U.S. regulators are currently sending is that they're going to be reviewing that data independently and they're going to really not let that product through if it doesn't pass their standards.
1,"US Loans Vaccines To Mexico, Canada",14,"Yeah, absolutely. And the thing is, this AstraZeneca vaccine, while it isn't authorized for use in the U.S., it is authorized for use all over the world. It is one of the main vaccines being used in Europe. And there were some questions about safety that have mostly been resolved there. And in Canada and Mexico, it's authorized for use there. And yet the U.S. has this stockpile of preordered vaccines that can't be used for Americans. And so, you know, what good does that do? A lot of countries, including Canada and Mexico, but apparently many others have been eyeing this stash of about 7 million vaccines that could be sent out or are available for distribution and saying, hey, could we get some of that."
1,"US Loans Vaccines To Mexico, Canada",19,"Sweetening the deal, yeah (laughter). So Krispy Kreme is offering a free doughnut a day to anyone who comes in with a card that shows that they're vaccinated. And as a health reporter, I might not be able to actually endorse a doughnut a day. But as a person, I will say that doughnuts as a sometimes food are totally delicious."
1,"US Loans Vaccines To Mexico, Canada",20,"Listen. If you're interested in politics in the U.S., you should be interested in the census because these are population numbers from a national headcount required by the Constitution once every 10 years, used to determine how many Electoral College votes your state gets in determining who is the next president of the United States, how many members in the House of Representatives represent your state in Congress for the next decade. These are also numbers that determine the areas other elected officials represent all the way down to your local city council and school board members."
